FlightId,Price,StopCount,Departue,Arrival,FlightTime,Airline(s),DepartureCity,ArrivalCity
15062-2211070730--32385-1-13416-2211071228,437.6,1,11/7/2022 7:30:00 AM,11/7/2022 12:28:00 PM,418,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211070856--31722-1-13416-2211071738,426.6,1,11/7/2022 8:56:00 AM,11/7/2022 5:38:00 PM,642,,United,Chicago O'Hare International,Los Angeles International
15062-2211071303--31722-1-13416-2211071725,478.59,1,11/7/2022 1:03:00 PM,11/7/2022 5:25:00 PM,382,,United,Chicago O'Hare International,Los Angeles International
15062-2211071540--32171-1-13416-2211080019,1565.94,1,11/7/2022 3:40:00 PM,11/8/2022 12:19:00 AM,639,,jetBlue,Chicago O'Hare International,Los Angeles International
15062-2211071324--31722,-32593-2-13416-2211072028,684.49,2,11/7/2022 1:24:00 PM,11/7/2022 8:28:00 PM,544,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211071313--32573-0-13416-2211071555,168.38,0,11/7/2022 1:13:00 PM,11/7/2022 3:55:00 PM,282,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211071422--31722-0-13416-2211071655,277.6,0,11/7/2022 2:22:00 PM,11/7/2022 4:55:00 PM,273,,United,Chicago O'Hare International,Los Angeles International
15062-2211081355--31722-1-13416-2211082135,506.6,1,11/8/2022 1:55:00 PM,11/8/2022 9:35:00 PM,580,,United,Chicago O'Hare International,Los Angeles International
15062-2211081402--31722-1-13416-2211082246,266.6,1,11/8/2022 2:02:00 PM,11/8/2022 10:46:00 PM,644,,United,Chicago O'Hare International,Los Angeles International
15062-2211081035--31722,-32695-1-13416-2211081923,1071.57,1,11/8/2022 10:35:00 AM,11/8/2022 7:23:00 PM,648,,United,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211081422--31694-0-13416-2211081655,85.56,0,11/8/2022 2:22:00 PM,11/8/2022 4:55:00 PM,273,,Virgin Australia,Chicago O'Hare International,Los Angeles International
15062-2211080720--31722-1-13416-2211081200,451.6,1,11/8/2022 7:20:00 AM,11/8/2022 12:00:00 PM,400,,United,Chicago O'Hare International,Los Angeles International
15062-2211081036--31722,-32593-1-13416-2211081613,439.63,1,11/8/2022 10:36:00 AM,11/8/2022 4:13:00 PM,457,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080720--32695,-32646-1-13416-2211081746,189.72,1,11/8/2022 7:20:00 AM,11/8/2022 5:46:00 PM,746,,Air Canada,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211081315--32573-1-13416-2211081846,177.53,1,11/8/2022 1:15:00 PM,11/8/2022 6:46:00 PM,451,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080853--31722,-32695-1-13416-2211081653,540.38,1,11/8/2022 8:53:00 AM,11/8/2022 4:53:00 PM,600,,United,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211081305--32480,-32593-1-13416-2211081810,596.39,1,11/8/2022 1:05:00 PM,11/8/2022 6:10:00 PM,425,,British Airways,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081556--31722-1-13416-2211082155,97.6,1,11/8/2022 3:56:00 PM,11/8/2022 9:55:00 PM,479,,United,Chicago O'Hare International,Los Angeles International
15062-2211081545--31722-0-13416-2211081812,68.6,0,11/8/2022 3:45:00 PM,11/8/2022 6:12:00 PM,267,,United,Chicago O'Hare International,Los Angeles International
15062-2211081957--32646-0-13416-2211082233,85.56,0,11/8/2022 7:57:00 PM,11/8/2022 10:33:00 PM,276,,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211081315--32593-1-13416-2211082152,3750.3500000000004,1,11/8/2022 1:15:00 PM,11/8/2022 9:52:00 PM,637,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080847--32540,-32646-1-13416-2211081409,231.79,1,11/8/2022 8:47:00 AM,11/8/2022 2:09:00 PM,442,,Avianca,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211080920--32573-1-13416-2211081404,177.53,1,11/8/2022 9:20:00 AM,11/8/2022 2:04:00 PM,404,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080710--32385-1-13416-2211081455,118.6,1,11/8/2022 7:10:00 AM,11/8/2022 2:55:00 PM,585,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211080715--31722,-32593-2-13416-2211081525,424.91,2,11/8/2022 7:15:00 AM,11/8/2022 3:25:00 PM,610,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211082159--31825-0-13416-2211090040,750.77,0,11/8/2022 9:59:00 PM,11/9/2022 12:40:00 AM,281,,Spirit Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081512--32573-1-13416-2211082021,343.12,1,11/8/2022 3:12:00 PM,11/8/2022 8:21:00 PM,429,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081808--32695-0-13416-2211082044,84.26,0,11/8/2022 6:08:00 PM,11/8/2022 8:44:00 PM,276,,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211081250--32385-1-13416-2211082030,118.6,1,11/8/2022 12:50:00 PM,11/8/2022 8:30:00 PM,580,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211080901--31722-1-13416-2211081735,467.61,1,11/8/2022 9:01:00 AM,11/8/2022 5:35:00 PM,634,,United,Chicago O'Hare International,Los Angeles International
15062-2211081422--32695-0-13416-2211081655,110.35,0,11/8/2022 2:22:00 PM,11/8/2022 4:55:00 PM,273,,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211080545--32171-1-13416-2211081304,1310.3600000000001,1,11/8/2022 5:45:00 AM,11/8/2022 1:04:00 PM,559,,jetBlue,Chicago O'Hare International,Los Angeles International
15062-2211081035--31722,-32695-2-13416-2211082155,675.05,2,11/8/2022 10:35:00 AM,11/8/2022 9:55:00 PM,800,,United,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211081049--31722-1-13416-2211081852,266.6,1,11/8/2022 10:49:00 AM,11/8/2022 6:52:00 PM,603,,United,Chicago O'Hare International,Los Angeles International
15062-2211081250--32385-1-13416-2211081749,209.6,1,11/8/2022 12:50:00 PM,11/8/2022 5:49:00 PM,419,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211081400--32573-0-13416-2211081639,168.38,0,11/8/2022 2:00:00 PM,11/8/2022 4:39:00 PM,279,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081245--31722-1-13416-2211082131,182.2,1,11/8/2022 12:45:00 PM,11/8/2022 9:31:00 PM,646,,United,Chicago O'Hare International,Los Angeles International
15062-2211081035--32695,-32571-1-13416-2211082155,237.48,1,11/8/2022 10:35:00 AM,11/8/2022 9:55:00 PM,800,,Air Canada,ANA (All Nippon Airways),Chicago O'Hare International,Los Angeles International
15062-2211080600--32385-1-13416-2211081340,118.6,1,11/8/2022 6:00:00 AM,11/8/2022 1:40:00 PM,580,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211081705--32573-0-13416-2211081933,168.38,0,11/8/2022 5:05:00 PM,11/8/2022 7:33:00 PM,268,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081600--32385-1-13416-2211082157,288.6,1,11/8/2022 4:00:00 PM,11/8/2022 9:57:00 PM,477,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211081250--31722,-32593-1-13416-2211082110,524.79,1,11/8/2022 12:50:00 PM,11/8/2022 9:10:00 PM,620,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080901--31722,-32593-1-13416-2211081632,665.02,1,11/8/2022 9:01:00 AM,11/8/2022 4:32:00 PM,571,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081250--31722-1-13416-2211081725,203.6,1,11/8/2022 12:50:00 PM,11/8/2022 5:25:00 PM,395,,United,Chicago O'Hare International,Los Angeles International
15062-2211081545--32573-1-13416-2211081944,177.53,1,11/8/2022 3:45:00 PM,11/8/2022 7:44:00 PM,359,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081250--31697-1-13416-2211082030,121.18,1,11/8/2022 12:50:00 PM,11/8/2022 8:30:00 PM,580,,Virgin Atlantic,Chicago O'Hare International,Los Angeles International
15062-2211081330--32573-1-13416-2211081944,177.53,1,11/8/2022 1:30:00 PM,11/8/2022 7:44:00 PM,494,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080730--32733,-31679-1-13416-2211081310,250.73,1,11/8/2022 7:30:00 AM,11/8/2022 1:10:00 PM,460,,Aeromexico,WestJet,Chicago O'Hare International,Los Angeles International
15062-2211081205--32573-1-13416-2211081719,207.54,1,11/8/2022 12:05:00 PM,11/8/2022 5:19:00 PM,434,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211082015--31722-1-13416-2211090916,177.2,1,11/8/2022 8:15:00 PM,11/9/2022 9:16:00 AM,901,,United,Chicago O'Hare International,Los Angeles International
15062-2211081545--32090,-32646-1-13416-2211090009,227.93,1,11/8/2022 3:45:00 PM,11/9/2022 12:09:00 AM,624,,Lufthansa,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211081545--32480-1-13416-2211081944,176.96,1,11/8/2022 3:45:00 PM,11/8/2022 7:44:00 PM,359,,British Airways,Chicago O'Hare International,Los Angeles International
15062-2211080819--32184-0-13416-2211081049,158.19,0,11/8/2022 8:19:00 AM,11/8/2022 10:49:00 AM,270,,Japan Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081246--32695-0-13416-2211081519,141.45,0,11/8/2022 12:46:00 PM,11/8/2022 3:19:00 PM,273,,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211080928--31722,-32593-1-13416-2211081354,1256.3200000000002,1,11/8/2022 9:28:00 AM,11/8/2022 1:54:00 PM,386,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080730--32132,-32128-1-13416-2211081811,230.35,1,11/8/2022 7:30:00 AM,11/8/2022 6:11:00 PM,761,,KLM,Korean Air,Chicago O'Hare International,Los Angeles International
15062-2211080730--32733,-32132-1-13416-2211081527,141.6,1,11/8/2022 7:30:00 AM,11/8/2022 3:27:00 PM,597,,Aeromexico,KLM,Chicago O'Hare International,Los Angeles International
15062-2211080715--32695,-32646-1-13416-2211081501,171.72,1,11/8/2022 7:15:00 AM,11/8/2022 3:01:00 PM,586,,Air Canada,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211081035--32646-0-13416-2211081309,85.56,0,11/8/2022 10:35:00 AM,11/8/2022 1:09:00 PM,274,,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211080952--32573-0-13416-2211081231,168.38,0,11/8/2022 9:52:00 AM,11/8/2022 12:31:00 PM,279,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081315--32593-2-13416-2211090025,840.1899999999998,2,11/8/2022 1:15:00 PM,11/9/2022 12:25:00 AM,790,,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080847--31722-1-13416-2211081618,203.6,1,11/8/2022 8:47:00 AM,11/8/2022 4:18:00 PM,571,,United,Chicago O'Hare International,Los Angeles International
15062-2211080655--32646-1-13416-2211081216,150.6,1,11/8/2022 6:55:00 AM,11/8/2022 12:16:00 PM,441,,Air New Zealand,Chicago O'Hare International,Los Angeles International
15062-2211081545--31722-2-13416-2211090728,161.7,2,11/8/2022 3:45:00 PM,11/9/2022 7:28:00 AM,1063,,United,Chicago O'Hare International,Los Angeles International
15062-2211081100--32385-1-13416-2211081647,368.6,1,11/8/2022 11:00:00 AM,11/8/2022 4:47:00 PM,467,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211082107--31722-1-13416-2211090940,199.2,1,11/8/2022 9:07:00 PM,11/9/2022 9:40:00 AM,873,,United,Chicago O'Hare International,Los Angeles International
15062-2211081816--31722-1-13416-2211090102,266.6,1,11/8/2022 6:16:00 PM,11/9/2022 1:02:00 AM,526,,United,Chicago O'Hare International,Los Angeles International
15062-2211080846--31722-1-13416-2211081535,266.6,1,11/8/2022 8:46:00 AM,11/8/2022 3:35:00 PM,529,,United,Chicago O'Hare International,Los Angeles International
15062-2211080600--32128,-32733-1-13416-2211081625,219.64,1,11/8/2022 6:00:00 AM,11/8/2022 4:25:00 PM,745,,Korean Air,Aeromexico,Chicago O'Hare International,Los Angeles International
15062-2211081739--32385-1-13416-2211090020,118.6,1,11/8/2022 5:39:00 PM,11/9/2022 12:20:00 AM,521,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211081551--32385-1-13416-2211082054,118.6,1,11/8/2022 3:51:00 PM,11/8/2022 8:54:00 PM,423,,Delta,Chicago O'Hare International,Los Angeles International
15062-2211080952--32480-0-13416-2211081231,167.81,0,11/8/2022 9:52:00 AM,11/8/2022 12:31:00 PM,279,,British Airways,Chicago O'Hare International,Los Angeles International
15062-2211080750--31694-0-13416-2211081010,132.8,0,11/8/2022 7:50:00 AM,11/8/2022 10:10:00 AM,260,,Virgin Australia,Chicago O'Hare International,Los Angeles International
15062-2211081550--31722-1-13416-2211082049,97.6,1,11/8/2022 3:50:00 PM,11/8/2022 8:49:00 PM,419,,United,Chicago O'Hare International,Los Angeles International
15062-2211081313--32080-0-13416-2211081555,158.19,0,11/8/2022 1:13:00 PM,11/8/2022 3:55:00 PM,282,,Malaysia Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081512--32317,-32480-1-13416-2211082021,341.94,1,11/8/2022 3:12:00 PM,11/8/2022 8:21:00 PM,429,,Finnair,British Airways,Chicago O'Hare International,Los Angeles International
15062-2211081035--31722,-32695-2-13416-2211082049,810.0699999999999,2,11/8/2022 10:35:00 AM,11/8/2022 8:49:00 PM,734,,United,Air Canada,Chicago O'Hare International,Los Angeles International
15062-2211081313--32573-0-13416-2211081555,168.38,0,11/8/2022 1:13:00 PM,11/8/2022 3:55:00 PM,282,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080545--31722-1-13416-2211081144,228.6,1,11/8/2022 5:45:00 AM,11/8/2022 11:44:00 AM,479,,United,Chicago O'Hare International,Los Angeles International
15062-2211080847--32171-1-13416-2211081821,1243.6100000000001,1,11/8/2022 8:47:00 AM,11/8/2022 6:21:00 PM,694,,jetBlue,Chicago O'Hare International,Los Angeles International
15062-2211082121--32090-0-13416-2211082359,99.57,0,11/8/2022 9:21:00 PM,11/8/2022 11:59:00 PM,278,,Lufthansa,Chicago O'Hare International,Los Angeles International
15062-2211081405--31722-1-13416-2211082030,97.6,1,11/8/2022 2:05:00 PM,11/8/2022 8:30:00 PM,505,,United,Chicago O'Hare International,Los Angeles International
15062-2211080655--31722,-32593-1-13416-2211081300,427.94,1,11/8/2022 6:55:00 AM,11/8/2022 1:00:00 PM,485,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080817--32573-1-13416-2211081252,207.54,1,11/8/2022 8:17:00 AM,11/8/2022 12:52:00 PM,395,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081305--31722,-32593-1-13416-2211082021,1260.77,1,11/8/2022 1:05:00 PM,11/8/2022 8:21:00 PM,556,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081515--32480-0-13416-2211081742,326,0,11/8/2022 3:15:00 PM,11/8/2022 5:42:00 PM,267,,British Airways,Chicago O'Hare International,Los Angeles International
15062-2211081303--31722-1-13416-2211081725,446.6,1,11/8/2022 1:03:00 PM,11/8/2022 5:25:00 PM,382,,United,Chicago O'Hare International,Los Angeles International
15062-2211081802--31722-1-13416-2211082338,147.6,1,11/8/2022 6:02:00 PM,11/8/2022 11:38:00 PM,456,,United,Chicago O'Hare International,Los Angeles International
15062-2211080500--32573-1-13416-2211081020,157.11,1,11/8/2022 5:00:00 AM,11/8/2022 10:20:00 AM,440,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211081422--31722-0-13416-2211081655,88.6,0,11/8/2022 2:22:00 PM,11/8/2022 4:55:00 PM,273,,United,Chicago O'Hare International,Los Angeles International
15062-2211080545--32171-2-13416-2211081530,1203.5,2,11/8/2022 5:45:00 AM,11/8/2022 3:30:00 PM,705,,jetBlue,Chicago O'Hare International,Los Angeles International
15062-2211080750--31722-0-13416-2211081010,138.6,0,11/8/2022 7:50:00 AM,11/8/2022 10:10:00 AM,260,,United,Chicago O'Hare International,Los Angeles International
15062-2211081600--31697-1-13416-2211082351,305.12,1,11/8/2022 4:00:00 PM,11/8/2022 11:51:00 PM,591,,Virgin Atlantic,Chicago O'Hare International,Los Angeles International
15062-2211080545--31722,-32593-2-13416-2211081354,842.44,2,11/8/2022 5:45:00 AM,11/8/2022 1:54:00 PM,609,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080856--31722-1-13416-2211081738,351.6,1,11/8/2022 8:56:00 AM,11/8/2022 5:38:00 PM,642,,United,Chicago O'Hare International,Los Angeles International
15062-2211081540--32171-1-13416-2211090019,1173.28,1,11/8/2022 3:40:00 PM,11/9/2022 12:19:00 AM,639,,jetBlue,Chicago O'Hare International,Los Angeles International
15062-2211081035--31722,-32593-2-13416-2211081834,842.44,2,11/8/2022 10:35:00 AM,11/8/2022 6:34:00 PM,599,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080847--31722,-32593-2-13416-2211081547,1232.9,2,11/8/2022 8:47:00 AM,11/8/2022 3:47:00 PM,540,,United,Alaska Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080700--32573-1-13416-2211081143,157.11,1,11/8/2022 7:00:00 AM,11/8/2022 11:43:00 AM,403,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211082107--31722-1-13416-2211091133,156.19,1,11/8/2022 9:07:00 PM,11/9/2022 11:33:00 AM,986,,United,Chicago O'Hare International,Los Angeles International
15062-2211081354--32480,-31940-1-13416-2211082037,205.3,1,11/8/2022 1:54:00 PM,11/8/2022 8:37:00 PM,523,,British Airways,Qantas,Chicago O'Hare International,Los Angeles International
15062-2211081212--31722-1-13416-2211082013,266.6,1,11/8/2022 12:12:00 PM,11/8/2022 8:13:00 PM,601,,United,Chicago O'Hare International,Los Angeles International
15062-2211080956--31722-1-13416-2211081532,465.6,1,11/8/2022 9:56:00 AM,11/8/2022 3:32:00 PM,456,,United,Chicago O'Hare International,Los Angeles International
15062-2211081945--32573-0-13416-2211082219,168.38,0,11/8/2022 7:45:00 PM,11/8/2022 10:19:00 PM,274,,American Airlines,Chicago O'Hare International,Los Angeles International
15062-2211080745--31722-1-13416-2211081409,147.6,1,11/8/2022 7:45:00 AM,11/8/2022 2:09:00 PM,504,,United,Chicago O'Hare International,Los Angeles International
15062-2211080640--32626-0-13416-2211080906,138.4,0,11/8/2022 6:40:00 AM,11/8/2022 9:06:00 AM,266,,Air Tahiti Nui,Chicago O'Hare International,Los Angeles International
15062-2211081545--31722-1-13416-2211082131,97.6,1,11/8/2022 3:45:00 PM,11/8/2022 9:31:00 PM,466,,United,Chicago O'Hare International,Los Angeles International
